      key      ,     value 
key0000000011773,value00000011773
key0000000082146,value00000082146
key0000000051230,value00000051230
key0000000074708,value00000074708
key0000000093420,value00000093420
key0000000064937,value00000064937
key0000000017843,value00000017843
key0000000076703,value00000076703
key0000000049457,value00000049457
key0000000071427,value00000071427
key0000000096018,value00000096018
key0000000008055,value00000008055
key0000000021447,value00000021447
key0000000020570,value00000020570
key0000000063597,value00000063597
key0000000010246,value00000010246
key0000000000653,value00000000653
key0000000060003,value00000060003
key0000000059353,value00000059353
key0000000032853,value00000032853
key0000000076561,value00000076561
key0000000060499,value00000060499
key0000000049353,value00000049353
key0000000064501,value00000064501
key0000000042862,value00000042862
key0000000083558,value00000083558
key0000000085961,value00000085961
key0000000038961,value00000038961
key0000000083346,value00000083346
key0000000004412,value00000004412
key0000000017762,value00000017762
key0000000040546,value00000040546
key0000000029358,value00000029358
key0000000010742,value00000010742
key0000000048574,value00000048574
key0000000012116,value00000012116
key0000000039818,value00000039818
key0000000065853,value00000065853
key0000000010692,value00000010692
key0000000065556,value00000065556
key0000000028167,value00000028167
key0000000024778,value00000024778
key0000000007886,value00000007886
key0000000028504,value00000028504
key0000000054086,value00000054086
key0000000008334,value00000008334
key0000000039494,value00000039494
key0000000059236,value00000059236
key0000000067060,value00000067060
key0000000025618,value00000025618
key0000000047575,value00000047575
key0000000062611,value00000062611
key0000000071870,value00000071870
key0000000004455,value00000004455
key0000000029313,value00000029313
key0000000088635,value00000088635
key0000000024954,value00000024954
key0000000070710,value00000070710
key0000000041047,value00000041047
key0000000036530,value00000036530
key0000000001062,value00000001062
key0000000042246,value00000042246
key0000000039018,value00000039018
key0000000040532,value00000040532
key0000000074472,value00000074472
key0000000005194,value00000005194
key0000000082224,value00000082224
key0000000017931,value00000017931
key0000000094095,value00000094095
key0000000062018,value00000062018
key0000000025545,value00000025545
key0000000059943,value00000059943
key0000000088765,value00000088765
key0000000081382,value00000081382
key0000000002602,value00000002602
key0000000097513,value00000097513
key0000000090621,value00000090621
key0000000078223,value00000078223
key0000000029872,value00000029872
key0000000071818,value00000071818
key0000000029849,value00000029849
key0000000071133,value00000071133
key0000000089986,value00000089986
key0000000060878,value00000060878
key0000000042040,value00000042040
key0000000061458,value00000061458
key0000000025140,value00000025140
key0000000041774,value00000041774
key0000000019910,value00000019910
key0000000039514,value00000039514
key0000000033566,value00000033566
key0000000041985,value00000041985
key0000000077483,value00000077483
key0000000051747,value00000051747
key0000000080663,value00000080663
key0000000033516,value00000033516
key0000000048812,value00000048812
key0000000019340,value00000019340
key0000000002225,value00000002225
key0000000019439,value00000019439
key0000000052444,value00000052444
key0000000004868,value00000004868
key0000000082025,value00000082025
key0000000093938,value00000093938
key0000000020511,value00000020511
key0000000009852,value00000009852
key0000000052210,value00000052210
key0000000087584,value00000087584
key0000000053783,value00000053783
key0000000093168,value00000093168
key0000000094850,value00000094850
key0000000015242,value00000015242
key0000000036722,value00000036722
key0000000032887,value00000032887
key0000000030938,value00000030938
key0000000013406,value00000013406
key0000000043586,value00000043586
key0000000009809,value00000009809
key0000000080493,value00000080493
key0000000050114,value00000050114
key0000000063688,value00000063688
key0000000010701,value00000010701
key0000000026252,value00000026252
key0000000034954,value00000034954
key0000000072789,value00000072789
key0000000058859,value00000058859
key0000000075858,value00000075858
key0000000092640,value00000092640
key0000000093629,value00000093629
key0000000090677,value00000090677
key0000000005108,value00000005108
key0000000000310,value00000000310
key0000000061736,value00000061736
key0000000092525,value00000092525
key0000000088130,value00000088130
key0000000024983,value00000024983
key0000000061222,value00000061222
key0000000087458,value00000087458
key0000000099115,value00000099115
key0000000081797,value00000081797
key0000000050062,value00000050062
key0000000072441,value00000072441
key0000000091079,value00000091079
key0000000058139,value00000058139
key0000000062225,value00000062225
key0000000079230,value00000079230
key0000000061832,value00000061832
key0000000022046,value00000022046
key0000000091877,value00000091877
key0000000053117,value00000053117
key0000000019942,value00000019942
key0000000031182,value00000031182
key0000000018783,value00000018783
key0000000035711,value00000035711
key0000000099321,value00000099321
key0000000015919,value00000015919
key0000000042511,value00000042511
key0000000024559,value00000024559
key0000000064050,value00000064050
key0000000089035,value00000089035
key0000000078431,value00000078431
key0000000025282,value00000025282
key0000000025362,value00000025362
key0000000005837,value00000005837
key0000000074105,value00000074105
key0000000033848,value00000033848
key0000000085694,value00000085694
key0000000063648,value00000063648
key0000000050229,value00000050229
key0000000048065,value00000048065
key0000000036737,value00000036737
key0000000079500,value00000079500
key0000000032963,value00000032963
key0000000069401,value00000069401
key0000000085281,value00000085281
key0000000010984,value00000010984
key0000000096824,value00000096824
key0000000085163,value00000085163
key0000000093026,value00000093026
key0000000050957,value00000050957
key0000000097005,value00000097005
key0000000074228,value00000074228
key0000000096546,value00000096546
key0000000067713,value00000067713
key0000000052875,value00000052875
key0000000036585,value00000036585
key0000000047103,value00000047103
key0000000042157,value00000042157
key0000000049047,value00000049047
key0000000006424,value00000006424
key0000000059690,value00000059690
key0000000067289,value00000067289
key0000000064778,value00000064778
key0000000073468,value00000073468
key0000000074064,value00000074064
key0000000092222,value00000092222
key0000000022540,value00000022540
key0000000045546,value00000045546
key0000000010157,value00000010157
key0000000077267,value00000077267
key0000000086604,value00000086604
key0000000070529,value00000070529
key0000000064727,value00000064727
key0000000095470,value00000095470
key0000000086531,value00000086531
key0000000091126,value00000091126
key0000000000621,value00000000621
key0000000098566,value00000098566
key0000000025930,value00000025930
key0000000075954,value00000075954
key0000000062977,value00000062977
key0000000036221,value00000036221
key0000000037090,value00000037090
key0000000046828,value00000046828
key0000000063332,value00000063332
key0000000058263,value00000058263
key0000000077995,value00000077995
key0000000062419,value00000062419
key0000000043235,value00000043235
key0000000053345,value00000053345
key0000000002801,value00000002801
key0000000058305,value00000058305
key0000000009730,value00000009730
key0000000027669,value00000027669
key0000000002434,value00000002434
key0000000075395,value00000075395
key0000000074927,value00000074927
key0000000096595,value00000096595
key0000000013051,value00000013051
key0000000004380,value00000004380
key0000000045927,value00000045927
key0000000058727,value00000058727
key0000000016660,value00000016660
key0000000022056,value00000022056
key0000000092932,value00000092932
key0000000012052,value00000012052
key0000000062320,value00000062320
key0000000056225,value00000056225
key0000000091067,value00000091067
key0000000061753,value00000061753
key0000000092413,value00000092413
key0000000039969,value00000039969
key0000000087767,value00000087767
key0000000053531,value00000053531
key0000000035658,value00000035658
key0000000055897,value00000055897
key0000000080865,value00000080865
key0000000015404,value00000015404
key0000000019134,value00000019134
key0000000077662,value00000077662
key0000000024484,value00000024484
key0000000005432,value00000005432
key0000000095581,value00000095581
key0000000075430,value00000075430
key0000000049762,value00000049762
key0000000064989,value00000064989
key0000000050852,value00000050852
key0000000098516,value00000098516
key0000000049551,value00000049551
key0000000097693,value00000097693
key0000000085892,value00000085892
key0000000069172,value00000069172
key0000000034462,value00000034462
key0000000029775,value00000029775
key0000000077369,value00000077369
key0000000071485,value00000071485
key0000000095318,value00000095318
key0000000047459,value00000047459
key0000000041200,value00000041200
key0000000031859,value00000031859
key0000000020253,value00000020253
key0000000049846,value00000049846
key0000000095657,value00000095657
key0000000024318,value00000024318
key0000000095077,value00000095077
key0000000026858,value00000026858
key0000000098744,value00000098744
key0000000026279,value00000026279
key0000000049805,value00000049805
key0000000066770,value00000066770
key0000000031506,value00000031506
key0000000031311,value00000031311
key0000000034493,value00000034493
key0000000049775,value00000049775
key0000000046094,value00000046094
key0000000034768,value00000034768
key0000000043355,value00000043355
key0000000082373,value00000082373
key0000000099356,value00000099356
key0000000085162,value00000085162
key0000000028232,value00000028232
key0000000088644,value00000088644
key0000000090216,value00000090216
key0000000036985,value00000036985
key0000000020824,value00000020824
key0000000022789,value00000022789
key0000000028808,value00000028808
key0000000080992,value00000080992
key0000000014272,value00000014272
key0000000015637,value00000015637
key0000000029307,value00000029307
key0000000013960,value00000013960
key0000000057966,value00000057966
key0000000052646,value00000052646
key0000000081766,value00000081766
key0000000086220,value00000086220
key0000000012163,value00000012163
key0000000095780,value00000095780
key0000000065357,value00000065357
key0000000030911,value00000030911
key0000000025450,value00000025450
key0000000006357,value00000006357
key0000000002469,value00000002469
key0000000040893,value00000040893
key0000000002296,value00000002296
key0000000061319,value00000061319
key0000000071455,value00000071455
key0000000076628,value00000076628
key0000000059291,value00000059291
key0000000040804,value00000040804
key0000000022355,value00000022355
key0000000079120,value00000079120
key0000000090157,value00000090157
key0000000043920,value00000043920
key0000000038575,value00000038575
key0000000009128,value00000009128
key0000000027535,value00000027535
key0000000010597,value00000010597
key0000000082708,value00000082708
key0000000080217,value00000080217
key0000000044929,value00000044929
key0000000047093,value00000047093
key0000000068190,value00000068190
key0000000057865,value00000057865
key0000000018487,value00000018487
key0000000072850,value00000072850
key0000000061881,value00000061881
key0000000007318,value00000007318
key0000000012620,value00000012620
key0000000020344,value00000020344
key0000000039340,value00000039340
key0000000051854,value00000051854
key0000000031815,value00000031815
key0000000010923,value00000010923
key0000000032501,value00000032501
key0000000044792,value00000044792
key0000000044336,value00000044336
key0000000058216,value00000058216
key0000000091924,value00000091924
key0000000079214,value00000079214
key0000000019318,value00000019318
key0000000084712,value00000084712
key0000000064659,value00000064659
key0000000034878,value00000034878
key0000000068885,value00000068885
key0000000042945,value00000042945
key0000000057552,value00000057552
key0000000076721,value00000076721
key0000000099852,value00000099852
key0000000064485,value00000064485
key0000000046279,value00000046279
key0000000070938,value00000070938
key0000000055151,value00000055151
key0000000041383,value00000041383
key0000000001896,value00000001896
key0000000047910,value00000047910
key0000000043316,value00000043316
key0000000043679,value00000043679
key0000000055703,value00000055703
key0000000067569,value00000067569
key0000000029183,value00000029183
key0000000093230,value00000093230
key0000000051469,value00000051469
key0000000060630,value00000060630
key0000000079145,value00000079145
key0000000074470,value00000074470
key0000000007739,value00000007739
key0000000056288,value00000056288
key0000000078879,value00000078879
key0000000094094,value00000094094
key0000000012230,value00000012230
key0000000055515,value00000055515
key0000000076389,value00000076389
key0000000001244,value00000001244
key0000000067552,value00000067552
key0000000092766,value00000092766
key0000000040320,value00000040320
key0000000057826,value00000057826
key0000000051528,value00000051528
key0000000058333,value00000058333
key0000000069975,value00000069975
key0000000033027,value00000033027
key0000000074412,value00000074412
key0000000047504,value00000047504
key0000000018631,value00000018631
key0000000092613,value00000092613
key0000000017115,value00000017115
key0000000017178,value00000017178
key0000000017399,value00000017399
key0000000025472,value00000025472
key0000000017520,value00000017520
key0000000041835,value00000041835
key0000000040057,value00000040057
key0000000030522,value00000030522
key0000000058550,value00000058550
key0000000021226,value00000021226
key0000000050555,value00000050555
key0000000085092,value00000085092
key0000000069064,value00000069064
key0000000085713,value00000085713
key0000000071432,value00000071432
key0000000077998,value00000077998
key0000000039881,value00000039881
key0000000040648,value00000040648
key0000000021363,value00000021363
key0000000096174,value00000096174
key0000000026615,value00000026615
key0000000071945,value00000071945
key0000000001800,value00000001800
key0000000043798,value00000043798
key0000000065305,value00000065305
key0000000053695,value00000053695
key0000000032059,value00000032059
key0000000015256,value00000015256
key0000000047443,value00000047443
key0000000064745,value00000064745
key0000000020316,value00000020316
key0000000088700,value00000088700
key0000000007749,value00000007749
key0000000058748,value00000058748
key0000000046475,value00000046475
key0000000005435,value00000005435
key0000000099473,value00000099473
key0000000003554,value00000003554
key0000000050213,value00000050213
key0000000076630,value00000076630
key0000000076807,value00000076807
key0000000005484,value00000005484
key0000000073890,value00000073890
key0000000005250,value00000005250
key0000000099050,value00000099050
key0000000063402,value00000063402
key0000000012113,value00000012113
key0000000042860,value00000042860
key0000000032003,value00000032003
key0000000049779,value00000049779
key0000000045866,value00000045866
key0000000063734,value00000063734
key0000000065559,value00000065559
key0000000066759,value00000066759
key0000000073139,value00000073139
key0000000054695,value00000054695
key0000000052658,value00000052658
key0000000051446,value00000051446
key0000000066987,value00000066987
key0000000054459,value00000054459
key0000000046627,value00000046627
key0000000032798,value00000032798
key0000000096389,value00000096389
key0000000074867,value00000074867
key0000000048915,value00000048915
key0000000053781,value00000053781
key0000000067977,value00000067977
key0000000074984,value00000074984
key0000000064248,value00000064248
key0000000051920,value00000051920
key0000000091073,value00000091073
key0000000030227,value00000030227
key0000000020247,value00000020247
key0000000085088,value00000085088
key0000000010109,value00000010109
key0000000071052,value00000071052
key0000000020132,value00000020132
key0000000030900,value00000030900
key0000000072668,value00000072668
key0000000026649,value00000026649
key0000000008962,value00000008962
key0000000040135,value00000040135
key0000000096456,value00000096456
key0000000063532,value00000063532
key0000000018792,value00000018792
key0000000083709,value00000083709
key0000000078465,value00000078465
key0000000044149,value00000044149
key0000000083252,value00000083252
key0000000002868,value00000002868
key0000000000959,value00000000959
key0000000092036,value00000092036
key0000000049870,value00000049870
key0000000090879,value00000090879
key0000000085648,value00000085648
key0000000084354,value00000084354
key0000000002450,value00000002450
key0000000031534,value00000031534
key0000000068660,value00000068660
key0000000045787,value00000045787
key0000000041483,value00000041483
key0000000076499,value00000076499
key0000000039365,value00000039365
key0000000021512,value00000021512
key0000000039213,value00000039213
key0000000027356,value00000027356
key0000000014770,value00000014770
key0000000088889,value00000088889
key0000000099723,value00000099723
key0000000060014,value00000060014
key0000000025221,value00000025221
key0000000090078,value00000090078
key0000000030856,value00000030856
key0000000006632,value00000006632
key0000000079179,value00000079179
key0000000072060,value00000072060
key0000000031958,value00000031958
key0000000014316,value00000014316
key0000000044012,value00000044012
key0000000061350,value00000061350
key0000000058673,value00000058673
key0000000058044,value00000058044
key0000000092470,value00000092470
key0000000004283,value00000004283
key0000000046706,value00000046706
key0000000004282,value00000004282
key0000000022456,value00000022456
key0000000045624,value00000045624
key0000000024865,value00000024865
key0000000092212,value00000092212
key0000000094553,value00000094553
key0000000027898,value00000027898
key0000000048160,value00000048160
key0000000012623,value00000012623
key0000000026014,value00000026014
key0000000013154,value00000013154
key0000000015554,value00000015554
key0000000070211,value00000070211
key0000000007438,value00000007438
key0000000032467,value00000032467
key0000000000296,value00000000296
key0000000025640,value00000025640
key0000000073664,value00000073664
key0000000027515,value00000027515
key0000000078297,value00000078297
key0000000045432,value00000045432
key0000000056367,value00000056367
key0000000088699,value00000088699
key0000000052841,value00000052841
key0000000081497,value00000081497
key0000000035975,value00000035975
key0000000044055,value00000044055
key0000000071662,value00000071662
key0000000010037,value00000010037
key0000000059804,value00000059804
key0000000005881,value00000005881
key0000000024828,value00000024828
key0000000022306,value00000022306
key0000000051242,value00000051242
key0000000052529,value00000052529
key0000000023136,value00000023136
key0000000047091,value00000047091
key0000000067492,value00000067492
key0000000009410,value00000009410
key0000000031186,value00000031186
key0000000021911,value00000021911
key0000000075250,value00000075250
key0000000028039,value00000028039
key0000000085159,value00000085159
key0000000068686,value00000068686
key0000000024298,value00000024298
key0000000067313,value00000067313
key0000000015350,value00000015350
key0000000048578,value00000048578
key0000000091597,value00000091597
key0000000091513,value00000091513
key0000000005261,value00000005261
key0000000043475,value00000043475
key0000000059438,value00000059438
key0000000070801,value00000070801
key0000000040773,value00000040773
key0000000009105,value00000009105
key0000000049674,value00000049674
key0000000010983,value00000010983
key0000000042815,value00000042815
key0000000036783,value00000036783
key0000000001469,value00000001469
key0000000034497,value00000034497
key0000000094207,value00000094207
key0000000076866,value00000076866
key0000000030133,value00000030133
key0000000086233,value00000086233
key0000000005630,value00000005630
key0000000047355,value00000047355
key0000000082620,value00000082620
key0000000086455,value00000086455
key0000000061143,value00000061143
key0000000086149,value00000086149
key0000000004108,value00000004108
key0000000096274,value00000096274
key0000000008458,value00000008458
key0000000077945,value00000077945
key0000000079924,value00000079924
key0000000007369,value00000007369
key0000000092201,value00000092201
key0000000069045,value00000069045
key0000000087813,value00000087813
key0000000093121,value00000093121
key0000000005715,value00000005715
key0000000093181,value00000093181
key0000000034359,value00000034359
key0000000048596,value00000048596
key0000000065476,value00000065476
key0000000082155,value00000082155
key0000000059641,value00000059641
key0000000066413,value00000066413
key0000000027488,value00000027488
key0000000053346,value00000053346
key0000000018435,value00000018435
key0000000040225,value00000040225
key0000000004849,value00000004849
key0000000028793,value00000028793
key0000000035510,value00000035510
key0000000009436,value00000009436
key0000000083065,value00000083065
key0000000088723,value00000088723
key0000000030772,value00000030772
key0000000013432,value00000013432
key0000000079921,value00000079921
key0000000074632,value00000074632
key0000000062146,value00000062146
key0000000029873,value00000029873
key0000000089863,value00000089863
key0000000065127,value00000065127
key0000000054660,value00000054660
key0000000061972,value00000061972
key0000000052101,value00000052101
key0000000084763,value00000084763
key0000000052782,value00000052782
key0000000096079,value00000096079
key0000000050946,value00000050946
key0000000066724,value00000066724
key0000000073410,value00000073410
key0000000081504,value00000081504
key0000000048609,value00000048609
key0000000029781,value00000029781
key0000000045937,value00000045937
key0000000047399,value00000047399
key0000000037223,value00000037223
key0000000079385,value00000079385
key0000000060790,value00000060790
key0000000097815,value00000097815
key0000000038612,value00000038612
key0000000038362,value00000038362
key0000000041584,value00000041584
key0000000058121,value00000058121
key0000000015499,value00000015499
key0000000020920,value00000020920
key0000000021679,value00000021679
key0000000083573,value00000083573
key0000000087106,value00000087106
key0000000049520,value00000049520
key0000000064876,value00000064876
key0000000068535,value00000068535
key0000000073219,value00000073219
key0000000078166,value00000078166
key0000000002565,value00000002565
key0000000064051,value00000064051
key0000000098950,value00000098950
key0000000002180,value00000002180
key0000000007880,value00000007880
key0000000017118,value00000017118
key0000000064397,value00000064397
key0000000029135,value00000029135
key0000000028325,value00000028325
key0000000009741,value00000009741
key0000000067409,value00000067409
key0000000046125,value00000046125
key0000000053998,value00000053998
key0000000038571,value00000038571
key0000000096075,value00000096075
key0000000030831,value00000030831
key0000000080538,value00000080538
key0000000085338,value00000085338
key0000000049999,value00000049999
key0000000008457,value00000008457
key0000000024835,value00000024835
key0000000080749,value00000080749
key0000000077324,value00000077324
key0000000026796,value00000026796
key0000000069008,value00000069008
key0000000060501,value00000060501
key0000000041170,value00000041170
key0000000063273,value00000063273
key0000000038968,value00000038968
key0000000013485,value00000013485
key0000000008869,value00000008869
key0000000060073,value00000060073
key0000000056786,value00000056786
key0000000004565,value00000004565
key0000000040383,value00000040383
key0000000033640,value00000033640
key0000000082420,value00000082420
key0000000039901,value00000039901
key0000000001561,value00000001561
key0000000098368,value00000098368
key0000000049487,value00000049487
key0000000061181,value00000061181
key0000000077438,value00000077438
key0000000032921,value00000032921
key0000000046132,value00000046132
key0000000057806,value00000057806
key0000000036310,value00000036310
key0000000080520,value00000080520
key0000000082938,value00000082938
key0000000049112,value00000049112
key0000000082797,value00000082797
key0000000090372,value00000090372
key0000000083853,value00000083853
key0000000092239,value00000092239
key0000000069631,value00000069631
key0000000094109,value00000094109
key0000000064124,value00000064124
key0000000067287,value00000067287
key0000000013215,value00000013215
key0000000017258,value00000017258
key0000000062994,value00000062994
key0000000026059,value00000026059
key0000000062462,value00000062462
key0000000039801,value00000039801
key0000000056799,value00000056799
key0000000011984,value00000011984
key0000000054370,value00000054370
key0000000025128,value00000025128
key0000000070541,value00000070541
key0000000087089,value00000087089
key0000000011668,value00000011668
key0000000046565,value00000046565
key0000000023852,value00000023852
key0000000000566,value00000000566
key0000000013292,value00000013292
key0000000014622,value00000014622
key0000000055688,value00000055688
key0000000087700,value00000087700
key0000000086238,value00000086238
key0000000014842,value00000014842
key0000000007958,value00000007958
key0000000031149,value00000031149
key0000000034069,value00000034069
key0000000008655,value00000008655
key0000000004033,value00000004033
key0000000002409,value00000002409
key0000000040577,value00000040577
key0000000085478,value00000085478
key0000000073810,value00000073810
key0000000034616,value00000034616
key0000000098437,value00000098437
key0000000001351,value00000001351
key0000000006573,value00000006573
key0000000070138,value00000070138
key0000000000325,value00000000325
key0000000023270,value00000023270
key0000000096028,value00000096028
key0000000093632,value00000093632
key0000000078886,value00000078886
key0000000057973,value00000057973
key0000000091946,value00000091946
key0000000048551,value00000048551
key0000000051575,value00000051575
key0000000091185,value00000091185
key0000000079845,value00000079845
key0000000001567,value00000001567
key0000000009732,value00000009732
key0000000084419,value00000084419
key0000000048508,value00000048508
key0000000042830,value00000042830
key0000000077627,value00000077627
key0000000030894,value00000030894
key0000000060241,value00000060241
key0000000010251,value00000010251
key0000000036719,value00000036719
key0000000070988,value00000070988
key0000000001883,value00000001883
key0000000055454,value00000055454
key0000000050694,value00000050694
key0000000034807,value00000034807
key0000000016031,value00000016031
key0000000061295,value00000061295
key0000000083058,value00000083058
key0000000083095,value00000083095
key0000000036294,value00000036294
key0000000013713,value00000013713
key0000000021732,value00000021732
key0000000082324,value00000082324
key0000000095074,value00000095074
key0000000029773,value00000029773
key0000000028423,value00000028423
key0000000034003,value00000034003
key0000000016066,value00000016066
key0000000036759,value00000036759
key0000000069691,value00000069691
key0000000060047,value00000060047
key0000000005267,value00000005267
key0000000053249,value00000053249
key0000000059194,value00000059194
key0000000095408,value00000095408
key0000000010235,value00000010235
key0000000001677,value00000001677
key0000000003870,value00000003870
key0000000081512,value00000081512
key0000000009521,value00000009521
key0000000051078,value00000051078
key0000000021065,value00000021065
key0000000060166,value00000060166
key0000000029017,value00000029017
key0000000031009,value00000031009
key0000000039403,value00000039403
key0000000035743,value00000035743
key0000000038287,value00000038287
key0000000031901,value00000031901
key0000000066552,value00000066552
key0000000080385,value00000080385
key0000000076183,value00000076183
key0000000009091,value00000009091
key0000000085705,value00000085705
key0000000078546,value00000078546
key0000000072515,value00000072515
key0000000072703,value00000072703
key0000000087066,value00000087066
key0000000031693,value00000031693
key0000000091595,value00000091595
key0000000061141,value00000061141
key0000000021989,value00000021989
key0000000005833,value00000005833
key0000000032087,value00000032087
key0000000083302,value00000083302
key0000000010014,value00000010014
key0000000029792,value00000029792
key0000000094691,value00000094691
key0000000088557,value00000088557
key0000000076582,value00000076582
key0000000015834,value00000015834
key0000000049410,value00000049410
key0000000091649,value00000091649
key0000000025799,value00000025799
key0000000051665,value00000051665
key0000000040452,value00000040452
key0000000044285,value00000044285
key0000000062889,value00000062889
key0000000054377,value00000054377
key0000000012227,value00000012227
key0000000029271,value00000029271
key0000000061588,value00000061588
key0000000011967,value00000011967
key0000000022777,value00000022777
key0000000012932,value00000012932
key0000000024563,value00000024563
key0000000030801,value00000030801
key0000000090303,value00000090303
key0000000043736,value00000043736
key0000000041032,value00000041032
key0000000088395,value00000088395
key0000000053227,value00000053227
key0000000003465,value00000003465
key0000000003414,value00000003414
key0000000088435,value00000088435
key0000000066423,value00000066423
key0000000093684,value00000093684
key0000000035955,value00000035955
key0000000010177,value00000010177
key0000000030157,value00000030157
key0000000030207,value00000030207
key0000000094979,value00000094979
key0000000007256,value00000007256
key0000000071849,value00000071849
key0000000097283,value00000097283
key0000000092903,value00000092903
key0000000065120,value00000065120
key0000000090337,value00000090337
key0000000011675,value00000011675
key0000000078940,value00000078940
key0000000004802,value00000004802
key0000000040189,value00000040189
key0000000049370,value00000049370
key0000000025200,value00000025200
key0000000025111,value00000025111
key0000000082106,value00000082106
key0000000024253,value00000024253
key0000000041604,value00000041604
key0000000051934,value00000051934
key0000000059734,value00000059734
key0000000071259,value00000071259
key0000000026724,value00000026724
key0000000073906,value00000073906
key0000000076455,value00000076455
key0000000003109,value00000003109
key0000000006448,value00000006448
key0000000066290,value00000066290
key0000000011614,value00000011614
key0000000024650,value00000024650
key0000000008053,value00000008053
key0000000056294,value00000056294
key0000000001211,value00000001211
key0000000077244,value00000077244
key0000000017426,value00000017426
key0000000088497,value00000088497
key0000000000391,value00000000391
key0000000041566,value00000041566
key0000000036153,value00000036153
key0000000080740,value00000080740
key0000000019886,value00000019886
key0000000045348,value00000045348
key0000000094482,value00000094482
key0000000046625,value00000046625
key0000000027161,value00000027161
key0000000062426,value00000062426
key0000000031829,value00000031829
key0000000018676,value00000018676
key0000000013733,value00000013733
key0000000082961,value00000082961
key0000000017360,value00000017360
key0000000095420,value00000095420
key0000000024090,value00000024090
key0000000057521,value00000057521
key0000000022574,value00000022574
key0000000014413,value00000014413
key0000000047457,value00000047457
key0000000042438,value00000042438
key0000000044908,value00000044908
key0000000084487,value00000084487
key0000000000041,value00000000041
key0000000076045,value00000076045
key0000000030724,value00000030724
key0000000059937,value00000059937
key0000000046749,value00000046749
key0000000018622,value00000018622
key0000000079127,value00000079127
key0000000023418,value00000023418
key0000000057872,value00000057872
key0000000086167,value00000086167
key0000000024706,value00000024706
key0000000072043,value00000072043
key0000000009344,value00000009344
key0000000011862,value00000011862
key0000000031765,value00000031765
key0000000098307,value00000098307
key0000000063314,value00000063314
key0000000032311,value00000032311
key0000000039386,value00000039386
key0000000011974,value00000011974
key0000000052589,value00000052589
key0000000056471,value00000056471
key0000000022022,value00000022022
key0000000091603,value00000091603
key0000000063367,value00000063367
key0000000083929,value00000083929
key0000000043092,value00000043092
key0000000044169,value00000044169
key0000000074068,value00000074068
key0000000094067,value00000094067
key0000000075498,value00000075498
key0000000088156,value00000088156
key0000000052005,value00000052005
key0000000037918,value00000037918
key0000000020795,value00000020795
key0000000054000,value00000054000
key0000000085352,value00000085352
key0000000083623,value00000083623
key0000000085105,value00000085105
key0000000085864,value00000085864
key0000000040150,value00000040150
key0000000074256,value00000074256
key0000000078174,value00000078174
key0000000018863,value00000018863
key0000000029697,value00000029697
key0000000010816,value00000010816
key0000000028426,value00000028426
key0000000096909,value00000096909
key0000000049106,value00000049106
key0000000063535,value00000063535
key0000000050534,value00000050534
key0000000094811,value00000094811
key0000000004884,value00000004884
key0000000046893,value00000046893
key0000000049581,value00000049581
key0000000003281,value00000003281
key0000000064523,value00000064523
key0000000030348,value00000030348
key0000000058797,value00000058797
key0000000098097,value00000098097
key0000000037829,value00000037829
key0000000035826,value00000035826
key0000000008557,value00000008557
key0000000075658,value00000075658
